Cód,Materia,Primer llamado,Hora,Segundo llamado,Hora
31.19,Estática y Resistencia de Materiales,"lunes, 14 de diciembre de 2026",8:00,"lunes, 21 de diciembre de 2026",8:00
31.21,Termodinámica,"jueves, 10 de diciembre de 2026",13:00,"jueves, 17 de diciembre de 2026",13:00
31.22,Mecánica de Fluidos,"miércoles, 9 de diciembre de 2026",15:00,"miércoles, 16 de diciembre de 2026",15:00
31.24,Mecánica de Fluidos,"miércoles, 9 de diciembre de 2026",15:00,"miércoles, 16 de diciembre de 2026",15:00
31.26,Mecánica de Fluidos,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
31.30,Materiales Poliméricos,"lunes, 7 de diciembre de 2026",11:00,"lunes, 21 de diciembre de 2026",11:00
31.37,Transferencia de Calor,"lunes, 14 de diciembre de 2026",9:00,"lunes, 21 de diciembre de 2026",9:00
31.38,Turbomáquinas,"miércoles, 9 de diciembre de 2026",13:00,"miércoles, 23 de diciembre de 2026",13:00
31.65,Procesos de Manufactura II,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
31.66,"Hidráulica, Neumática y PLC","jueves, 10 de diciembre de 2026",10:00,"jueves, 17 de diciembre de 2026",10:00
31.67,Procesos de Manufactura I,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
31.68,Instalaciones Industriales,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
31.73,Aire Acondicionado y Refrigeración,"viernes, 11 de diciembre de 2026",16:00,"viernes, 18 de diciembre de 2026",16:00
31.82,Sistemas Mecatrónicos,"viernes, 11 de diciembre de 2026",16:00,"viernes, 18 de diciembre de 2026",16:00
31.84,Estructuras Automotrices,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
31.85,Transmisiones Automotrices,"jueves, 10 de diciembre de 2026",13:00,"jueves, 17 de diciembre de 2026",13:00
31.90,Integridad Estructural,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
31.92,Elementos Finitos II,"jueves, 10 de diciembre de 2026",14:00,"jueves, 17 de diciembre de 2026",14:00
31.94,Tecnología de Materiales Compuestos,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
31.95,Física y Mecánica de Aceros,"martes, 15 de diciembre de 2026",16:00,"martes, 22 de diciembre de 2026",16:00
31.96,Deformación y Fractura de Materiales,"martes, 15 de diciembre de 2026",16:00,"martes, 22 de diciembre de 2026",16:00
31.97,Corrosión y Degradación de Materiales,"miércoles, 16 de diciembre de 2026",10:00,"miércoles, 23 de diciembre de 2026",10:00
31.98,Laboratorio Avanzado de Materiales,"viernes, 11 de diciembre de 2026",8:00,"viernes, 18 de diciembre de 2026",8:00
31.99,Mecatrónica Aplicada,"viernes, 4 de diciembre de 2026",14:00,"viernes, 11 de diciembre de 2026",14:00
32.03,Motores Marinos,"viernes, 11 de diciembre de 2026",15:00,"viernes, 18 de diciembre de 2026",15:00
32.06,Introducción a la Ing. Naval,"martes, 1 de diciembre de 2026",16:00,"martes, 15 de diciembre de 2026",16:00
32.54,Construcción Naval,"viernes, 11 de diciembre de 2026",15:00,"viernes, 18 de diciembre de 2026",15:00
32.64,Plantas Propulsoras Marinas,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
32.66,Hidrostática y Estabilidad,"lunes, 7 de diciembre de 2026",15:00,"lunes, 14 de diciembre de 2026",15:00
32.69,Resistencia y Propulsión,"viernes, 11 de diciembre de 2026",16:00,"viernes, 18 de diciembre de 2026",16:00
32.71,Proyecto de Embarcaciones de Trabajo,"miércoles, 16 de diciembre de 2026",10:00,"miércoles, 23 de diciembre de 2026",10:00
32.72,Proyecto de Buques,"jueves, 10 de diciembre de 2026",18:00,"jueves, 17 de diciembre de 2026",18:00
33.04,Astrodinámica y misiones espaciales,"lunes, 7 de diciembre de 2026",19:00,"lunes, 14 de diciembre de 2026",19:00
33.12,Sistemas de Propulsión II,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
41.04,Perforación Petrolera II,"martes, 15 de diciembre de 2026",16:00,"martes, 22 de diciembre de 2026",16:00
41.05,Geología del Petróleo,"jueves, 3 de diciembre de 2026",17:00,"jueves, 17 de diciembre de 2026",17:00
41.09,Ingeniería de Reservorios,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
41.10,Recuperación asistida de Petróleo,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
41.12,Proyecto de Instalaciones de Superficie,"lunes, 7 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
41.15,Gas y Gasolina Natural,"miércoles, 16 de diciembre de 2026",18:00,"miércoles, 23 de diciembre de 2026",18:00
41.16,Análisis de Transientes de Presión,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
41.19,Desarrollo de Negocios,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
41.34,Desarrollo de Yacimientos (Anual),"viernes, 11 de diciembre de 2026",13:00,"viernes, 18 de diciembre de 2026",13:00
41.35,Simulación de Reservorios,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
41.38,Formación General II,"lunes, 7 de diciembre de 2026",16:00,"lunes, 14 de diciembre de 2026",16:00
41.97,Trabajo de Investigación Dirigido en Petróleo,"miércoles, 16 de diciembre de 2026",16:00,"miércoles, 23 de diciembre de 2026",16:00
46.01,Introducción a la Ingeniería en Petróleo,"lunes, 7 de diciembre de 2026",18:00,"lunes, 14 de diciembre de 2026",18:00
46.21,Geología I,"jueves, 3 de diciembre de 2026",17:00,"jueves, 17 de diciembre de 2026",17:00
46.22,Geofísica de Reservorios,"lunes, 14 de diciembre de 2026",16:00,"lunes, 21 de diciembre de 2026",16:00
46.23,Geología II,"jueves, 3 de diciembre de 2026",17:00,"jueves, 17 de diciembre de 2026",17:00
46.41,Petrofísica y Fluidos de Reservorio,"viernes, 11 de diciembre de 2026",18:00,"viernes, 18 de diciembre de 2026",18:00
46.42,Registros de Pozo I,"viernes, 11 de diciembre de 2026",19:00,"viernes, 18 de diciembre de 2026",19:00
46.44,Análisis de Transientes de Presión,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
46.46,Ingeniería de Reservorios,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
46.61,Ingeniería de Perforación I,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
46.63,Ingeniería de Workover I,"viernes, 11 de diciembre de 2026",16:00,"viernes, 18 de diciembre de 2026",16:00
46.65,Instalaciones de Superficie,"lunes, 7 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
46.66,Gas y Gasolina Natural,"miércoles, 16 de diciembre de 2026",18:00,"miércoles, 23 de diciembre de 2026",18:00
46.67,Ingeniería de Producción I,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
46.69,Transporte y Cadena de Valor de los Hidrocarburos,"lunes, 14 de diciembre de 2026",13:00,"lunes, 21 de diciembre de 2026",13:00
46.70,Industrialización y Economía de los Hidrocarburos,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
46.81,Gestión Ambiental en la Industria,"viernes, 11 de diciembre de 2026",19:00,"viernes, 18 de diciembre de 2026",19:00
46.82,Evaluación de Proyectos,"lunes, 7 de diciembre de 2026",16:00,"lunes, 14 de diciembre de 2026",16:00
46.83,Desarrollo de Yacimientos,"viernes, 11 de diciembre de 2026",13:00,"viernes, 18 de diciembre de 2026",13:00
47.47,Recuperación Asistida de Petróleo,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
47.48,Simulación de Reservorios,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
47.49,Recursos y Reservas,"miércoles, 16 de diciembre de 2026",16:00,"miércoles, 23 de diciembre de 2026",16:00
47.62,Ingeniería de Perforación II,"martes, 15 de diciembre de 2026",16:00,"martes, 22 de diciembre de 2026",16:00
47.64,Ingeniería de Workover II,"viernes, 11 de diciembre de 2026",16:00,"viernes, 18 de diciembre de 2026",16:00
47.72,Geomecánica y Diseño de Fracturas,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
47.73,Operaciones Offshore - Petróleo y LNG,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
47.87,Desarrollo de Negocios,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
48.04,"El Gas Natural Licuado - Tecnología, Mercados y Negocios","martes, 15 de diciembre de 2026",15:00,"martes, 22 de diciembre de 2026",15:00
48.05,La Cadena de valor del Gas Natural,"jueves, 10 de diciembre de 2026",15:00,"jueves, 17 de diciembre de 2026",15:00
61.02,Economía del Mercado Laboral,"jueves, 10 de diciembre de 2026",14:00,"jueves, 17 de diciembre de 2026",14:00
61.04,Sistema Monetario y Financiero en Argentina,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
61.05,Economía de la Salud,"lunes, 14 de diciembre de 2026",16:00,"lunes, 21 de diciembre de 2026",16:00
61.09,Economía Empresaria,"martes, 15 de diciembre de 2026",18:00,"martes, 22 de diciembre de 2026",18:00
61.12,Gestión Financiera (español),"miércoles, 9 de diciembre de 2026",13:00,"lunes, 21 de diciembre de 2026",13:00
61.12,Gestión Financiera (inglés),"miércoles, 9 de diciembre de 2026",13:15,"lunes, 21 de diciembre de 2026",13:15
61.14,Economía Internacional Real,"miércoles, 9 de diciembre de 2026",17:00,"miércoles, 16 de diciembre de 2026",17:00
61.15,Economía Internacional Monetaria,"miércoles, 9 de diciembre de 2026",11:00,"miércoles, 16 de diciembre de 2026",11:00
61.16,Introducción a las Finanzas,"miércoles, 16 de diciembre de 2026",16:00,"miércoles, 23 de diciembre de 2026",19:00
61.20,Presupuesto y Control,"martes, 15 de diciembre de 2026",18:00,"martes, 22 de diciembre de 2026",18:00
61.23,Economía para Ingenieros,"lunes, 14 de diciembre de 2026",13:00,"lunes, 21 de diciembre de 2026",16:00
61.27,Análisis de Coyuntura Económica,"miércoles, 16 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",16:00
61.28,Economía,"miércoles, 16 de diciembre de 2026",16:00,"miércoles, 23 de diciembre de 2026",19:00
61.30,Econometría Aplicada,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
61.31,Derecho para Ingenieros,"viernes, 11 de diciembre de 2026",17:00,"viernes, 18 de diciembre de 2026",16:00
61.32,Derecho para Ingenieros,"viernes, 11 de diciembre de 2026",17:00,"viernes, 18 de diciembre de 2026",16:00
61.50,Finanzas de la Empresa,"miércoles, 16 de diciembre de 2026",13:00,"miércoles, 23 de diciembre de 2026",16:00
61.81,Microeconomía,"miércoles, 9 de diciembre de 2026",8:00,"martes, 15 de diciembre de 2026",8:00
61.82,Macroeconomía,"lunes, 7 de diciembre de 2026",13:00,"lunes, 21 de diciembre de 2026",13:00
61.87,Derecho Público y Privado I,"viernes, 11 de diciembre de 2026",17:00,"viernes, 18 de diciembre de 2026",16:00
67.01,Tecnología de materiales,"jueves, 3 de diciembre de 2026",9:00,"jueves, 17 de diciembre de 2026",9:00
67.02,Estática,"jueves, 10 de diciembre de 2026",8:00,"jueves, 17 de diciembre de 2026",8:00
67.03,Resistencia de Materiales,"viernes, 11 de diciembre de 2026",8:00,"viernes, 18 de diciembre de 2026",8:00
67.04,Instrucción a la temática social,"miércoles, 2 de diciembre de 2026",15:00,"miércoles, 16 de diciembre de 2026",15:00
67.05,Tecnología del Hormigón,"martes, 15 de diciembre de 2026",10:00,"martes, 22 de diciembre de 2026",10:00
67.06,Construcciones,"jueves, 3 de diciembre de 2026",9:00,"jueves, 17 de diciembre de 2026",9:00
67.07,Geotopografía,"viernes, 11 de diciembre de 2026",10:00,"viernes, 18 de diciembre de 2026",10:00
67.08,Análisis Estructural,"miércoles, 9 de diciembre de 2026",11:00,"miércoles, 16 de diciembre de 2026",11:00
67.09,Instalaciones,"lunes, 7 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
67.10,Hormigón I,"miércoles, 9 de diciembre de 2026",9:00,"miércoles, 16 de diciembre de 2026",9:00
67.11,Evaluación de Impacto Ambiental y Social,"lunes, 14 de diciembre de 2026",13:00,"lunes, 21 de diciembre de 2026",13:00
67.12,Geotecnia,"viernes, 11 de diciembre de 2026",18:00,"viernes, 18 de diciembre de 2026",18:00
67.13,Hidrología y obras hidráulicas,"jueves, 10 de diciembre de 2026",9:00,"jueves, 17 de diciembre de 2026",9:00
71.20,Informática General,"viernes, 4 de diciembre de 2026",8:00,"viernes, 11 de diciembre de 2026",8:00
71.22,Sistemas de Inteligencia Artificial,"lunes, 14 de diciembre de 2026",14:00,"lunes, 21 de diciembre de 2026",14:00
71.30,Introducción a la tecnología informática,"miércoles, 2 de diciembre de 2026",8:00,"martes, 15 de diciembre de 2026",8:00
71.38,Programación web,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
71.45,Estructura de Datos y Programación,"miércoles, 9 de diciembre de 2026",17:00,"miércoles, 16 de diciembre de 2026",17:00
71.58,Informática General,"miércoles, 9 de diciembre de 2026",8:00,"martes, 15 de diciembre de 2026",8:00
71.59,Estructura de Datos y Programación,"miércoles, 9 de diciembre de 2026",10:00,"miércoles, 16 de diciembre de 2026",10:00
71.78,Gestión de Datos,"jueves, 10 de diciembre de 2026",18:00,"jueves, 17 de diciembre de 2026",18:00
71.80,Utilitarios en Informática,"lunes, 14 de diciembre de 2026",17:00,"lunes, 21 de diciembre de 2026",17:00
71.88,Gestión de Datos,"jueves, 10 de diciembre de 2026",18:00,"jueves, 17 de diciembre de 2026",18:00
71.90,Certificaciones Tecnológicas,"jueves, 10 de diciembre de 2026",13:00,"jueves, 17 de diciembre de 2026",13:00
71.93,Principios de Informática,"viernes, 4 de diciembre de 2026",11:00,"viernes, 11 de diciembre de 2026",11:00
71.94,Introducción al Diseño de Bases de Datos Relacionales y No-Relacionales,"martes, 15 de diciembre de 2026",8:00,"martes, 22 de diciembre de 2026",8:00
72.03,Introducción a la Informática,"lunes, 7 de diciembre de 2026",16:00,"lunes, 14 de diciembre de 2026",16:00
72.07,Protocolos de Comunicación,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
72.08,Arquitectura de Computadoras,"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
72.11,Sistemas Operativos,"martes, 15 de diciembre de 2026",18:00,"martes, 22 de diciembre de 2026",18:00
72.18,Programación Funcional,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
72.20,Redes de Información,"martes, 15 de diciembre de 2026",18:00,"martes, 22 de diciembre de 2026",18:00
72.25,Simulación de Sistemas,"viernes, 11 de diciembre de 2026",9:00,"viernes, 18 de diciembre de 2026",9:00
72.27,Sistemas de Inteligencia Artificial,"jueves, 10 de diciembre de 2026",9:00,"jueves, 17 de diciembre de 2026",9:00
72.31,Programación Imperativa,"lunes, 14 de diciembre de 2026",8:00,"lunes, 21 de diciembre de 2026",8:00
72.32,Diseño y Procesamiento de Documentos XML,"miércoles, 9 de diciembre de 2026",8:00,"miércoles, 16 de diciembre de 2026",8:00
72.33,Programación Orientada a Objetos,"miércoles, 16 de diciembre de 2026",13:00,"miércoles, 23 de diciembre de 2026",13:00
72.34,Estructura de Datos y Algoritmos,"miércoles, 9 de diciembre de 2026",9:00,"miércoles, 16 de diciembre de 2026",9:00
72.35,Ingenieria de Software I,"lunes, 7 de diciembre de 2026",8:00,"martes, 15 de diciembre de 2026",8:00
72.36,Interacción Hombre-Computadora (HCI),"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
72.37,Base de Datos I,"jueves, 10 de diciembre de 2026",8:00,"jueves, 17 de diciembre de 2026",8:00
72.38,Proyecto de Aplicaciones Web,"miércoles, 16 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
72.39,"Autómatas, Teoría de Lenguajes y Compiladores","miércoles, 9 de diciembre de 2026",16:00,"miércoles, 16 de diciembre de 2026",16:00
72.40,Ingenieria del Software II,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
72.41,Base de Datos II,"martes, 15 de diciembre de 2026",16:00,"martes, 22 de diciembre de 2026",16:00
72.42,Programación de Objetos Distribuidos,"miércoles, 16 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
72.43,Gestión de Proyectos Informáticos,"lunes, 14 de diciembre de 2026",15:00,"lunes, 21 de diciembre de 2026",15:00
72.44,Criptografía y Seguridad,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
72.52,Análisis y Tratamiento de Imágenes,"jueves, 3 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
72.54,OLAP y Explotación de Datos,"miércoles, 9 de diciembre de 2026",8:00,"miércoles, 16 de diciembre de 2026",8:00
72.58,Computación Gráfica,"miércoles, 9 de diciembre de 2026",16:00,"miércoles, 16 de diciembre de 2026",16:00
72.60,Programación Funcional,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
72.71,Integración de Sistemas de Información,"martes, 15 de diciembre de 2026",15:00,"martes, 22 de diciembre de 2026",15:00
72.74,Visualización de Información,"lunes, 14 de diciembre de 2026",10:00,"lunes, 21 de diciembre de 2026",10:00
72.75,Aprendizaje Automático (Machine Learning),"miércoles, 9 de diciembre de 2026",16:00,"miércoles, 16 de diciembre de 2026",16:00
72.79,Sistemas Multiagentes I,"miércoles, 9 de diciembre de 2026",18:00,"miércoles, 16 de diciembre de 2026",18:00
72.80,Big Data,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
72.87,Diseño Sonoro para Animación y Videojuegos,"martes, 15 de diciembre de 2026",9:00,"martes, 22 de diciembre de 2026",9:00
72.90,Internet de las Cosas (IoT),"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
72.92,El Paradigma NoSQL - Bases de Datos de Grafos,"miércoles, 9 de diciembre de 2026",14:00,"miércoles, 16 de diciembre de 2026",14:00
72.97,Introducción a la Programación de Videojuegos,"miércoles, 16 de diciembre de 2026",18:00,"miércoles, 23 de diciembre de 2026",18:00
73.21,Desarrollo de Aplicaciones Móviles Multiplataforma,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
73.22,Fundamentos de DevOps,"jueves, 10 de diciembre de 2026",18:00,"jueves, 17 de diciembre de 2026",18:00
73.30,Desarrollo profesional de software: del código al producto,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
73.40,Arquitectura de Microservicios,"viernes, 11 de diciembre de 2026",17:00,"viernes, 18 de diciembre de 2026",17:00
73.64,Temas Avanzados en Deep Learning,"viernes, 11 de diciembre de 2026",18:00,"viernes, 18 de diciembre de 2026",18:00
73.69,Large Language Models,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
73.70,Análisis de datos en neurociencias,"viernes, 11 de diciembre de 2026",13:00,"viernes, 18 de diciembre de 2026",13:00
73.81,Ciberseguridad Ofensiva y Defensiva,"lunes, 14 de diciembre de 2026",16:00,"lunes, 21 de diciembre de 2026",16:00
73.82,Bases de Datos Espaciales y de Movilidad,"miércoles, 16 de diciembre de 2026",14:00,"miércoles, 23 de diciembre de 2026",14:00
73.84,Ciencia de Datos Aplicada,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
73.89,Introducción a Blockchain y Criptomonedas,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
73.98,Desarrollo Integral de Videojuegos,"lunes, 14 de diciembre de 2026",18:00,"lunes, 21 de diciembre de 2026",18:00
74.60,Visión por Computadora (Computer Vision),"jueves, 3 de diciembre de 2026",16:00,"jueves, 10 de diciembre de 2026",16:00
81.03,Sistemas de Información,"miércoles, 9 de diciembre de 2026",16:00,"miércoles, 16 de diciembre de 2026",16:00
81.04,Teoría de Juegos y Estrategia,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
81.07,Sistemas Contables,"miércoles, 9 de diciembre de 2026",11:00,"miércoles, 16 de diciembre de 2026",11:00
81.11,Contabilidad Gerencial,"miércoles, 9 de diciembre de 2026",8:00,"miércoles, 16 de diciembre de 2026",8:00
81.18,Taller de Simulación Comercial,"lunes, 14 de diciembre de 2026",13:00,"lunes, 21 de diciembre de 2026",13:00
81.19,Marketing Digital,"lunes, 7 de diciembre de 2026",17:00,"lunes, 14 de diciembre de 2026",17:00
81.20,Comercialización ,"miércoles, 2 de diciembre de 2026",13:00,"miércoles, 16 de diciembre de 2026",13:00
81.20,Comercialización (Inglés),"miércoles, 2 de diciembre de 2026",13:15,"miércoles, 16 de diciembre de 2026",13:15
81.21,Gestión de Ventas,"miércoles, 16 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
81.23,Comercio Electrónico,"miércoles, 9 de diciembre de 2026",16:00,"miércoles, 16 de diciembre de 2026",16:00
81.26,Comercio Exterior,"martes, 15 de diciembre de 2026",13:00,"martes, 22 de diciembre de 2026",13:00
81.28,Tecnologías exponenciales,"jueves, 10 de diciembre de 2026",9:00,"jueves, 17 de diciembre de 2026",9:00
81.29,Gestión organizacional basada en procesos de negocio,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
81.32,Análisis funcional de aplicaciones informáticas,"jueves, 3 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
81.33,Diseño de aplicaciones informáticas,"jueves, 3 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
81.34,Arquitectura empresarial,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
81.42,Estrategia Empresarial,"miércoles, 9 de diciembre de 2026",13:00,"miércoles, 16 de diciembre de 2026",13:00
81.46,Auditoría General y de Sistemas,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
81.47,Impuestos para la toma de decisiones I,"jueves, 10 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
81.48,Impuestos para la toma de decisiones II,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
81.49,Branding y Comunicación,"miércoles, 2 de diciembre de 2026",8:00,"miércoles, 9 de diciembre de 2026",8:00
81.53,Negocios en Internet,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
81.54,Aplicaciones en Internet,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
81.57,Arquitectura de soluciones digitales,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
81.58,Service Design,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
81.59,Gestión de Servicios,"martes, 15 de diciembre de 2026",19:00,"martes, 22 de diciembre de 2026",19:00
81.65,Logística Internacional,"miércoles, 16 de diciembre de 2026",13:00,"miércoles, 23 de diciembre de 2026",13:00
81.68,Sistemas Integrados de Gestión I,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
81.71,Marketing avanzado,"jueves, 10 de diciembre de 2026",13:00,"jueves, 17 de diciembre de 2026",13:00
81.85,CRM Action Lab,"miércoles, 16 de diciembre de 2026",17:00,"miércoles, 23 de diciembre de 2026",17:00
81.86,"Gestión de la Experiencia del Usuario (CX, UX, UI)","miércoles, 9 de diciembre de 2026",19:00,"miércoles, 16 de diciembre de 2026",19:00
81.91,Inteligencia Artificial Aplicada a los Negocios,"viernes, 11 de diciembre de 2026",9:00,"viernes, 18 de diciembre de 2026",9:00
81.95,Proyecto de lanzamiento de productos o servicios (Trabajo Final),"jueves, 10 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
81.97,Diagnóstico Empresario y Plan de Acción ( Trabajo Final ),"jueves, 3 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
82.01,Proyecto I,"miércoles, 16 de diciembre de 2026",8:00,"miércoles, 23 de diciembre de 2026",8:00
82.02,Proyecto Final - Analítica,"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
82.03,Gestión del Ciclo de Vida de la Información,"jueves, 3 de diciembre de 2026",16:00,"jueves, 17 de diciembre de 2026",16:00
82.07,Blockchain (Moneda digital descentralizada),"lunes, 14 de diciembre de 2026",19:00,"lunes, 21 de diciembre de 2026",19:00
82.08,Cloud Computing,"miércoles, 9 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
82.10,Analítica en Transporte y Logística,"miércoles, 9 de diciembre de 2026",16:00,"miércoles, 16 de diciembre de 2026",16:00
82.15,Matemática Aplicada,"lunes, 7 de diciembre de 2026",8:00,"lunes, 14 de diciembre de 2026",8:00
82.17,Análisis Multivariado,"viernes, 4 de diciembre de 2026",11:00,"viernes, 11 de diciembre de 2026",11:00
82.18,Procesamiento del Lenguaje Natural,"viernes, 4 de diciembre de 2026",8:00,"viernes, 11 de diciembre de 2026",8:00
82.20,Análisis Predictivo Avanzado,"miércoles, 16 de diciembre de 2026",19:00,"miércoles, 23 de diciembre de 2026",19:00
82.23,Marketing Analytics,"jueves, 10 de diciembre de 2026",19:00,"jueves, 17 de diciembre de 2026",19:00
82.81,Analítica de Big Data con Spark,"jueves, 3 de diciembre de 2026",8:00,"jueves, 17 de diciembre de 2026",8:00
92.01,Análisis Matemático I,"jueves, 3 de diciembre de 2026",8:00,"jueves, 10 de diciembre de 2026",11:00
92.02,Análisis Matemático II,"jueves, 3 de diciembre de 2026",11:00,"viernes, 11 de diciembre de 2026",14:00
92.03,Análisis Matemático III,"lunes, 7 de diciembre de 2026",14:00,"lunes, 14 de diciembre de 2026",11:00
92.04,Análisis Matemático IV,"jueves, 10 de diciembre de 2026",18:00,"viernes, 18 de diciembre de 2026",11:00
92.05,Análisis Matemático IV,"jueves, 10 de diciembre de 2026",18:00,"viernes, 18 de diciembre de 2026",11:00
92.07,Análisis Matemático V,"lunes, 14 de diciembre de 2026",9:00,"lunes, 21 de diciembre de 2026",9:00
93.07,Métodos Numéricos,"viernes, 4 de diciembre de 2026",9:00,"jueves, 17 de diciembre de 2026",17:00
93.16,Matemática Discreta,"viernes, 4 de diciembre de 2026",8:00,"viernes, 11 de diciembre de 2026",8:00
93.18,Álgebra Lineal,"lunes, 7 de diciembre de 2026",8:00,"lunes, 14 de diciembre de 2026",8:00
93.20,Análisis Matemático,"jueves, 3 de diciembre de 2026",8:00,"miércoles, 9 de diciembre de 2026",8:00
93.21,Álgebra,"viernes, 4 de diciembre de 2026",11:00,"viernes, 11 de diciembre de 2026",11:00
93.24,Probabilidad y Estadística,"jueves, 3 de diciembre de 2026",14:00,"martes, 15 de diciembre de 2026",14:00
93.26,Análisis Matemático I,"jueves, 3 de diciembre de 2026",8:00,"jueves, 10 de diciembre de 2026",11:00
93.28,Análisis Matemático II,"jueves, 10 de diciembre de 2026",14:00,"jueves, 17 de diciembre de 2026",14:00
